name,|~explanation,|~group,|~group_name,|~element_alphabetic_value,|~element_numeric_value,|~page_nr,|~row,|~col,|~img_url
Liukin,|~Triple salto bwd, tucked.,|~III,|~Acrobatic elements backward,|~F/G/H,|~0.6,|~51,|~3,|~6,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/floor/page-51-row-3-col-6.png
,|~,|~III,|~Acrobatic elements backward,|~A,|~0.1,|~51,|~4,|~1,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/floor/page-51-row-4-col-1.png
,|~,|~III,|~Acrobatic elements backward,|~B,|~0.2,|~51,|~4,|~2,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/floor/page-51-row-4-col-2.png
,|~,|~III,|~Acrobatic elements backward,|~C,|~0.3,|~51,|~4,|~3,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/floor/page-51-row-4-col-3.png
,|~,|~III,|~Acrobatic elements backward,|~D,|~0.4,|~51,|~4,|~4,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/floor/page-51-row-4-col-4.png
,|~,|~III,|~Acrobatic elements backward,|~E,|~0.5,|~51,|~4,|~5,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/floor/page-51-row-4-col-5.png
Nagornyy,|~,|~III,|~Acrobatic elements backward,|~F/G/H,|~0.6,|~51,|~4,|~6,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/floor/page-51-row-4-col-6.png
,|~,|~I,|~,|~A,|~0.1,|~47,|~1,|~1,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/floor/page-47-row-1-col-1.png
,|~Flair with % spindle to handstand.,|~I,|~,|~B,|~0.2,|~47,|~1,|~2,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/floor/page-47-row-1-col-2.png
,|~,|~I,|~,|~C,|~0.3,|~47,|~1,|~3,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/floor/page-47-row-1-col-3.png
,|~Flair with > 270° spindle (in 2 circles) directly to handstand and continue to circle or flair.,|~I,|~,|~D,|~0.4,|~47,|~1,|~4,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/floor/page-47-row-1-col-4.png
,|~,|~I,|~,|~E,|~0.5,|~47,|~1,|~5,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/floor/page-47-row-1-col-5.png
,|~,|~I,|~,|~F/G/H,|~0.6,|~47,|~1,|~6,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/floor/page-47-row-1-col-6.png
,|~Russian wendeswing with 360° or 540°.,|~I,|~,|~A,|~0.1,|~47,|~2,|~1,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/floor/page-47-row-2-col-1.png
,|~Russian wendeswing with 720° or 900°.,|~I,|~,|~B,|~0.2,|~47,|~2,|~2,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/floor/page-47-row-2-col-2.png
Fedorchenke,|~Russian wendeswing with 1080° or more.,|~I,|~,|~C,|~0.3,|~47,|~2,|~3,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/floor/page-47-row-2-col-3.png
,|~,|~I,|~,|~D,|~0.4,|~47,|~2,|~4,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/floor/page-47-row-2-col-4.png
,|~,|~I,|~,|~E,|~0.5,|~47,|~2,|~5,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/floor/page-47-row-2-col-5.png
,|~,|~I,|~,|~F/G/H,|~0.6,|~47,|~2,|~6,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/floor/page-47-row-2-col-6.png
,|~Roll bwd. through hdst. with % t.,|~I,|~,|~A,|~0.1,|~47,|~3,|~1,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/floor/page-47-row-3-col-1.png
,|~Roll bwd. with hop 1/1 t. through hdst.,|~I,|~,|~B,|~0.2,|~47,|~3,|~2,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/floor/page-47-row-3-col-2.png
,|~,|~I,|~,|~C,|~0.3,|~47,|~3,|~3,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/floor/page-47-row-3-col-3.png
,|~,|~I,|~,|~D,|~0.4,|~47,|~3,|~4,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/floor/page-47-row-3-col-4.png
,|~,|~I,|~,|~E,|~0.5,|~47,|~3,|~5,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/floor/page-47-row-3-col-5.png
,|~,|~I,|~,|~F/G/H,|~0.6,|~47,|~3,|~6,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/floor/page-47-row-3-col-6.png
,|~,|~I,|~,|~A,|~0.1,|~47,|~4,|~1,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/floor/page-47-row-4-col-1.png
,|~,|~I,|~,|~B,|~0.2,|~47,|~4,|~2,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/floor/page-47-row-4-col-2.png
